best_parameters,profit
"{'profit_threshold': 21.264910423140222, 'tp_multiplier': 0.5768255319838049, 'sl_multiplier': 6.317907861903104, 'lower_rr_threshold': 0.6267923276757482, 'upper_rr_threshold': 2.616758410053278, 'time_horizon': 2}",15916.053743672499
