initial_capital,profit,validation_profit,validation_stats,test_profit,test_stats,train_mae,train_naive_mae,validation_mae,validation_naive_mae,test_mae,test_naive_mae,num_trades,win_pct,max_dd,sharpe,risk,gaussian_noise_mean,gaussian_noise_stddev
10000,83414.12784084886,56721.708030277936,"{'num_trades': 481, 'win_pct': 41.995841995842, 'max_dd': 796.3494500000222, 'sharpe': 136.9450890926128, 'risk': 0.07724952716735056}",21836.375628723632,"{'num_trades': 459, 'win_pct': 41.17647058823529, 'max_dd': 631.0078499999871, 'sharpe': 115.01950250007154, 'risk': 0.058050935169892896}",0.005233732135756008,0.005235919919690481,0.00502425646126737,0.00471733668866968,0.005083982356483894,0.004195005024826545,623,44.62279293739968,611.0876500000195,158.3845744521728,0.0417053939432894,0.0039,0.0039
