initial_capital,profit,validation_profit,validation_stats,test_profit,test_stats,train_mae,train_naive_mae,validation_mae,validation_naive_mae,test_mae,test_naive_mae,num_trades,win_pct,max_dd,sharpe,risk,gaussian_noise_mean,gaussian_noise_stddev
10000,30054.510313876614,35750.73972939897,"{'num_trades': 590, 'win_pct': 31.016949152542374, 'max_dd': 748.8060000000017, 'sharpe': 117.55025044040117, 'risk': 0.18259440855726716}",9039.262181324448,"{'num_trades': 365, 'win_pct': 37.534246575342465, 'max_dd': 824.4511499999828, 'sharpe': 55.22955448022904, 'risk': 0.06918443681640019}",0.0075190704539028165,0.005235919919690481,0.007308825155334439,0.00471733668866968,0.007435828291829925,0.004195005024826545,532,40.97744360902256,784.0000000000068,104.71453117007489,0.05903349460650563,0.006,0.006
