open_dt,close_dt,volume,pnl,pips,duration,max_dd,direction
2017-04-26 04:00:00,2017-04-26 06:00:00,27422.804804475403,-0.1955244501753466,-0.7129994600063582,2,6.469950000020929,long
2017-04-26 06:00:00,2017-04-26 08:00:00,27460.925475677806,-45.47343928006826,-165.59325111000777,2,115.46209999999667,long
2017-04-26 08:00:00,2017-04-26 10:00:00,27391.7127816489,-7.410789481670817,-27.05485976997046,2,4.451149999984416,short
2017-04-26 10:00:00,2017-04-26 12:00:00,27397.204106137808,-11.633674746709618,-42.462999879999686,2,6.4459999999932895,long
2017-04-26 12:00:00,2017-04-26 14:00:00,1000.0,-0.8043950026002662,-80.4395002600211,2,31.443300000022486,short
2017-04-26 14:00:00,2017-04-26 17:00:00,27403.704158000244,-16.545397457405436,-60.37650006003314,3,44.43780000003005,long
2017-04-26 17:00:00,2017-04-26 19:00:00,27303.085393796893,-17.606804189776984,-64.48650010000279,2,13.44890000001264,long
2017-04-26 19:00:00,2017-04-26 21:00:00,27232.375121418212,-26.01311371795129,-95.52275041000424,2,43.45330000001812,long
2017-04-26 21:00:00,2017-04-26 23:00:00,27168.045952732045,-2.045142451519565,-7.527749530011895,2,1.4516000000019955,long
2017-04-26 23:00:00,2017-04-27 01:00:00,27151.96020981899,-18.879911932921388,-69.53425014999404,2,20.453799999997635,long
2017-04-27 01:00:00,2017-04-27 03:00:00,27097.550071380527,-11.52905910860725,-42.546499880025124,2,4.454350000004936,long
2017-04-27 03:00:00,2017-04-27 06:00:00,27067.581196121933,-37.76462184594725,-139.51975084998125,3,92.45410000000564,long
2017-04-27 06:00:00,2017-04-27 08:00:00,26968.911038881288,-18.48112054993328,-68.5275001400365,2,19.453100000021983,long
2017-04-27 08:00:00,2017-04-27 10:00:00,26916.099146728764,-44.00923549349035,-163.50525108999037,2,113.45325000000626,long
2017-04-27 10:00:00,2017-04-27 12:00:00,26817.669313310867,-46.249618725839326,-172.4595011800112,2,122.44889999999397,long
2017-04-27 12:00:00,2017-04-27 14:00:00,26697.2082596249,-104.2234991938615,-390.3910033600022,2,340.4475000000184,long
2017-04-27 14:00:00,2017-04-27 16:00:00,26484.360664851443,-18.35849537629928,-69.31825015004111,2,18.432200000018106,long
2017-04-27 16:00:00,2017-04-27 18:00:00,26407.415537315206,0.6894317516611927,2.6107505699979328,2,4.437500000009642,long
2017-04-27 18:00:00,2018-02-11 23:00:00,26395.725244001438,-3768.9163000886942,-14278.510119532317,4879,16341.440449999987,short
2018-02-11 23:00:00,2018-02-12 02:00:00,14213.250296672524,19.002014396909598,133.69225194999055,3,7.125900000004569,long
2018-02-12 02:00:00,2018-02-12 04:00:00,14222.747329093274,-4.32716416018692,-30.42424969004198,2,3.141650000038076,long
2018-02-12 04:00:00,2018-02-12 06:00:00,14209.74988538257,-13.701147462346327,-96.42075035001251,2,42.14295000002366,long
2018-02-12 06:00:00,2018-02-12 08:00:00,14171.794830016779,20.77648924634471,146.6045020799944,2,7.144750000009913,short
2018-02-12 08:00:00,2018-02-12 10:00:00,14243.02548263631,-21.83982811534934,-153.33700092001743,2,97.13600000000876,long
2018-02-12 10:00:00,2018-02-12 12:00:00,14194.377930590983,-6.436227734253061,-45.343499840044814,2,7.1339500000489044,long
2018-02-12 12:00:00,2018-02-12 14:00:00,14185.692256773253,-36.35236164652214,-256.2607519500215,2,202.13095000001235,long
2018-02-12 14:00:00,2018-02-12 16:00:00,14096.176207815963,10.664497543580337,75.65525136998818,2,5.131049999995696,long
2018-02-12 16:00:00,2018-02-12 18:00:00,14117.777192570447,3.922648873178594,27.78517339998565,2,5.133000000023813,long
2018-02-12 18:00:00,2018-02-12 23:00:00,14108.622605352683,-19.107237155719048,-135.42950073999194,5,90.1410999999852,short
2018-02-12 23:00:00,2018-02-13 02:00:00,14041.603321353485,-18.020041775997896,-128.33322066998497,3,148.99999999999912,long
2018-02-13 02:00:00,2018-02-13 04:00:00,14009.953937542288,-11.271393243107521,-80.45275019001873,2,24.14479999999219,short
2018-02-13 04:00:00,2018-02-13 06:00:00,13966.074393499486,3.7169826576969935,26.614369600008732,2,8.151999999994608,long
2018-02-13 06:00:00,2018-02-13 08:00:00,13960.727122353746,-9.853446313705732,-70.57975009001626,2,14.158200000013997,long
2018-02-13 08:00:00,2018-02-13 10:00:00,13931.862558686018,-19.028939069237797,-136.58575074999567,2,81.16044999999517,long
2018-02-13 10:00:00,2018-02-13 12:00:00,13855.054223064777,-21.851637451456533,-157.71600095999537,2,103.17399999999476,long
2018-02-13 12:00:00,2018-02-13 14:00:00,13810.800236421223,-5.069495881259028,-36.70674975002619,2,7.170050000016025,long
2018-02-13 14:00:00,2018-02-13 16:00:00,13770.131984488984,-19.38920657619348,-140.8062507900043,2,86.18260000001764,long
2018-02-13 16:00:00,2018-02-13 18:00:00,13726.754664960994,-21.384568052708897,-155.78750094000782,2,101.1810999999918,long
2018-02-13 18:00:00,2018-02-13 20:00:00,13691.361345255036,1.7009072960516374,12.42321528998058,2,5.173550000003857,long
2018-02-18 22:00:00,2018-02-19 00:00:00,13621.578838830901,-5.871412103145054,-43.10375597875726,2,11.20684999997845,short
2018-02-19 00:00:00,2018-02-19 02:00:00,13598.736256987157,6.916895360254608,50.86425112996728,2,0.21075000002923613,long
2018-02-19 02:00:00,2018-02-19 04:00:00,12940.224694546074,-5.060760095466689,-39.10874977000045,2,11.211450000003785,short
2018-02-19 04:00:00,2018-02-19 06:00:00,13610.888814094442,-17.157682362823536,-126.05850063998058,2,68.20745000000183,long
2018-02-19 06:00:00,2018-02-19 08:00:00,13568.773024878104,-14.256404578195813,-105.06775043002125,2,49.20785000002147,long
2018-02-19 08:00:00,2018-02-19 10:00:00,13555.28763018862,9.757638429357495,71.98400134000859,2,6.198250000011284,long
2018-02-19 10:00:00,2018-02-19 12:00:00,13548.190868157846,-10.312882907814094,-76.12000014003416,2,23.212350000023637,long
2018-02-19 12:00:00,2018-02-19 14:00:00,13543.783212149121,-53.761472303560566,-396.9457533500309,2,340.2029500000347,long
2018-02-19 14:00:00,2018-02-19 16:00:00,13448.356751240332,21.39307466191868,159.0757522099917,2,5.186899999998218,long
