open_dt,close_dt,volume,pnl,pips,duration,max_dd,direction
2017-04-27 15:00:00,2017-04-27 23:00:00,1000,0.09669500639990847,9.669500639986062,8,3.4314499999910093,long
2017-04-27 23:00:00,2017-04-28 10:00:00,1000,6.674950072199707,667.4950072199647,11,53.43245000002383,long
2017-04-28 15:00:00,2017-05-01 05:00:00,1000,-0.9483170526069766,-94.8317052607006,14,39.44680000000922,long
2017-05-01 05:00:00,2017-05-01 15:00:00,1000,2.2349850277998415,223.49850277998405,10,5.443200000021519,long
2017-05-01 18:00:00,2017-05-02 03:00:00,1000,0.08123782926838852,8.123782926849898,9,82.45230000001324,long
2017-05-02 14:00:00,2017-05-02 18:00:00,1000,1.1745200171998575,117.45200171997537,4,7.450500000016901,long
2017-05-03 19:00:00,2017-05-04 08:00:00,1000,1.1414184867424955,114.14184867424292,13,121.99999999999987,long
2017-05-04 15:00:00,2017-05-09 07:00:00,1000,5.423082238449266,542.3082238449339,64,459.4830500000091,short
2017-05-09 07:00:00,2017-05-10 17:00:00,1000,-6.1727143991027535,-617.271439910283,34,568.4616000000142,long
2017-05-10 17:00:00,2017-05-10 22:00:00,1000,0.35688000899978817,35.688000899969374,5,3.4289500000284074,long
2017-05-10 22:00:00,2017-05-11 00:00:00,1000,-0.49116481702877673,-49.11648170287108,2,4.432850000002375,long
2017-05-11 00:00:00,2017-05-11 16:00:00,1000,-1.0435450050002073,-104.3545005000146,16,225.43670000001458,long
2017-05-11 16:00:00,2017-05-11 19:00:00,1000,-0.5833000003998007,-58.330000039985556,3,7.433099999998304,long
2017-05-11 19:00:00,2017-05-11 22:00:00,1000,-0.8330675029000336,-83.306750290002,3,35.431400000018876,long
2017-05-11 22:00:00,2017-05-12 07:00:00,1000,-1.000908212334307,-100.09082123343393,9,46.43160000001866,long
2017-05-12 07:00:00,2017-05-12 16:00:00,1000,5.705297562499768,570.5297562499823,9,6.4314000000065255,long
2017-05-12 16:00:00,2017-05-12 19:00:00,1000,-0.016047494700232035,-1.6047494700188734,3,7.4591500000220625,long
2017-05-12 19:00:00,2017-05-15 01:00:00,1000,-1.1202301247287845,-112.0230124728838,6,58.46460000000774,long
2017-05-15 01:00:00,2017-05-15 04:00:00,1000,-0.3763924983000839,-37.63924983000155,3,8.46350000001106,long
2017-05-15 04:00:00,2017-05-15 07:00:00,1000,-0.016607494700173087,-1.660749470011602,3,14.464750000020564,long
2017-05-15 07:00:00,2017-05-15 21:00:00,1000,2.7221175326997873,272.2117532699686,14,7.470650000018785,long
2017-05-15 21:00:00,2017-05-16 08:00:00,1000,4.661854074828416,466.18540748284414,11,10.487950000026558,long
2017-05-16 08:00:00,2017-05-16 10:00:00,1000,-0.6322100008002904,-63.22100008002706,2,12.522300000017415,long
