initial_capital,profit,validation_profit,validation_stats,test_profit,test_stats,train_mae,train_naive_mae,validation_mae,validation_naive_mae,test_mae,test_naive_mae,num_trades,win_pct,max_dd,sharpe,risk,gaussian_noise_mean,gaussian_noise_stddev
10000,55407.241176441006,54126.822964539126,"{'num_trades': 532, 'win_pct': 46.99248120300752, 'max_dd': 718.6716500000134, 'sharpe': 180.6923840554825, 'risk': 0.04159691661338948}",28637.36313372176,"{'num_trades': 402, 'win_pct': 50.49751243781094, 'max_dd': 606.8914999999952, 'sharpe': 137.28013391953832, 'risk': 0.04061500222295131}",0.004195225157451586,0.004062706756697353,0.00420503845496036,0.0037495726450076546,0.00419574259130033,0.0033726378867480014,470,54.25531914893617,671.9517000000063,183.3811491451728,0.03456360990455933,0.0036,0.0036
