initial_capital,profit,validation_profit,validation_stats,test_profit,test_stats,train_mae,train_naive_mae,validation_mae,validation_naive_mae,test_mae,test_naive_mae,num_trades,win_pct,max_dd,sharpe,risk,gaussian_noise_mean,gaussian_noise_stddev
10000,131214.56509288616,93528.2584402018,"{'num_trades': 429, 'win_pct': 53.14685314685315, 'max_dd': 773.9329500000114, 'sharpe': 172.86199332432415, 'risk': 0.050805844756318115}",30442.277351019067,"{'num_trades': 338, 'win_pct': 52.071005917159766, 'max_dd': 1074.9085999999907, 'sharpe': 121.71254095600777, 'risk': 0.06465074499954324}",0.004091530209229408,0.004062706756697353,0.004077891326878689,0.0037495726450076546,0.004076634326247542,0.0033726378867480014,417,59.71223021582733,649.254900000007,185.5427050557916,0.03599173659708573,0.0035,0.0035
