open_dt,close_dt,volume,pnl,pips,duration,max_dd,direction
2018-12-03 05:00:00,2018-12-14 09:00:00,26396.135605747317,177.06789106934488,670.8099007901369,220,712.6827000000002,short
2018-12-14 09:00:00,2018-12-14 12:00:00,27036.709030956772,-36.17484069540607,-133.79897921002026,3,86.64605000001657,long
2018-12-14 12:00:00,2018-12-14 14:00:00,26951.823341237196,-54.01239767776674,-200.40350144001627,2,150.64395000001784,long
2018-12-14 14:00:00,2018-12-18 10:00:00,26820.865905684394,231.98324224638355,864.9356924647966,44,6.641300000009841,long
2018-12-19 09:00:00,2019-01-24 18:00:00,27182.564438224486,210.63545241934926,774.8917615850503,557,1804.6942000000008,short
2019-01-24 18:00:00,2019-01-25 15:00:00,27946.756236860238,194.91126625644245,697.4378872613762,21,48.651500000018714,long
2019-01-25 16:00:00,2019-02-07 12:00:00,28207.781866116202,198.5245985965718,703.7937245077951,212,989.7029500000042,short
2019-02-07 12:00:00,2019-02-07 14:00:00,28886.97406217007,-54.89141358072102,-190.02133440000344,2,141.6720000000149,long
2019-02-07 14:00:00,2019-02-07 22:00:00,28735.72772902145,-41.00846993193818,-142.70900085999736,8,127.67305000001005,long
2019-02-07 22:00:00,2019-02-08 09:00:00,28639.162356043293,-41.20442997963323,-143.87442435424,11,93.00000000000973,long
2019-02-12 12:00:00,2019-02-13 18:00:00,28663.61290154544,-52.6350826085676,-183.63031481536393,30,136.64440000002998,long
2019-02-13 21:00:00,2019-02-15 14:00:00,28597.70633539846,-31.736599578241062,-110.97603145522326,41,57.6287500000161,long
2019-02-18 11:00:00,2019-03-07 14:00:00,28335.976177730754,174.40724950552658,615.4975865719114,315,872.6648499999933,short
2019-03-07 14:00:00,2019-03-07 17:00:00,29048.012782888425,-72.65300201526321,-250.11350193999692,3,198.61620000001244,long
2019-03-07 17:00:00,2019-03-07 19:00:00,28873.245306890076,-35.8335743831332,-124.10650067999906,2,72.61235000002308,long
2019-03-07 19:00:00,2019-03-18 08:00:00,28885.556094116473,457.38767085047266,1583.4476904657445,158,26.591500000017195,long
2019-03-18 10:00:00,2019-03-22 15:00:00,29664.545998819543,197.8511396771213,666.9616305100101,101,941.6757499999705,short
2019-03-22 15:00:00,2019-03-26 19:00:00,30373.65038469024,-36.088772948658544,-118.8160543483807,52,59.641100000007434,long
2019-03-26 19:00:00,2019-03-27 02:00:00,30313.422708420945,-59.46357264597262,-196.16251591891842,7,145.6344499999984,long
2019-03-27 02:00:00,2019-03-27 16:00:00,30188.604660259127,-33.7020525684932,-111.63832495000302,14,62.00000000000649,long
2019-03-27 16:00:00,2019-03-27 18:00:00,30082.747667902648,-43.70714914756105,-145.28975088998752,2,96.63120000000801,long
2019-03-31 21:00:00,2019-03-31 23:00:00,30060.81060540249,-30.81414289111398,-102.50602785002448,2,53.99999999999849,long
2019-04-01 02:00:00,2019-04-01 15:00:00,29967.25968952817,-49.78370983406636,-166.12700110001376,13,116.61545000001271,long
2019-04-01 16:00:00,2019-04-02 07:00:00,29901.638348358694,-33.74590034798004,-112.85635908919733,15,58.602800000007164,long
2019-04-08 13:00:00,2019-04-24 13:00:00,29634.63637435892,181.88781229028217,613.7676534734071,288,479.6361999999998,short
2019-04-24 16:00:00,2019-04-24 19:00:00,30427.49156336217,-68.8200989000733,-226.17736581000966,3,178.57905000000505,long
2019-04-24 19:00:00,2019-04-24 21:00:00,30248.696509945916,-35.44808916839891,-117.18881558000493,2,72.57790000001485,long
2019-04-24 21:00:00,2019-04-25 09:00:00,30158.23694607845,-39.38255880594142,-130.58640953167443,12,80.57710000002326,long
2019-04-30 09:00:00,2019-05-23 07:00:00,29902.987917364753,173.9576390144686,581.739990315322,402,476.6049499999924,short
2019-05-29 16:00:00,2019-05-30 14:00:00,30577.48384350496,-49.0679861616443,-160.47097404343623,22,110.5666500000213,long
2019-05-30 14:00:00,2019-06-03 13:00:00,30464.691449983387,189.14954726030473,620.8812177561417,47,7.56315000001173,long
2019-06-03 13:00:00,2019-07-24 19:00:00,30768.1317369714,156.38208415822712,508.25992782108636,894,2084.6004999999886,short
2019-07-24 19:00:00,2019-07-25 07:00:00,31367.61334412865,-35.91495551049407,-114.4969338804147,12,63.56805000002907,long
2019-07-25 07:00:00,2019-07-25 12:00:00,31297.561187305004,-56.52410009062572,-180.60225125002825,5,133.56335000000996,long
2019-07-25 12:00:00,2019-07-25 17:00:00,31068.93257333058,-83.48773722185308,-268.7177521300432,5,217.5771000000326,long
2019-07-31 19:00:00,2019-08-01 01:00:00,31081.801145509577,-105.08599129904196,-338.09492187111266,6,286.53455000000605,long
2019-08-01 01:00:00,2019-08-01 07:00:00,30853.57139914195,-41.104362201452076,-133.22400077999674,6,81.52435000001734,long
