initial_capital,profit,validation_profit,validation_stats,test_profit,test_stats,train_mae,train_naive_mae,validation_mae,validation_naive_mae,test_mae,test_naive_mae,num_trades,win_pct,max_dd,sharpe,risk,gaussian_noise_mean,gaussian_noise_stddev
10000,51440.33745422533,15793.588450469884,"{'num_trades': 98, 'win_pct': 75.51020408163265, 'max_dd': 2557.2372000000287, 'sharpe': 57.265804058172066, 'risk': 0.12713893941049229}",14735.052327669226,"{'num_trades': 89, 'win_pct': 77.52808988764045, 'max_dd': 1787.9505500000057, 'sharpe': 50.27700187352104, 'risk': 0.06304663629582812}",0.0044530304817417396,0.004194900704936202,0.00445600141946483,0.003913893071432155,0.004465958521136694,0.003482964671491455,134,82.08955223880598,1642.9059000000022,105.38936747372,0.05985908252750741,0.0038,0.0038
