initial_capital,profit,validation_profit,validation_stats,test_profit,test_stats,train_mae,train_naive_mae,validation_mae,validation_naive_mae,test_mae,test_naive_mae,num_trades,win_pct,max_dd,sharpe,risk,gaussian_noise_mean,gaussian_noise_stddev
10000,11598.924008162954,3594.64558892841,"{'num_trades': 126, 'win_pct': 39.682539682539684, 'max_dd': 958.8165000000037, 'sharpe': 17.47900173996561, 'risk': 0.13234119936719949}",3995.617281425304,"{'num_trades': 113, 'win_pct': 46.017699115044245, 'max_dd': 2975.1255499999907, 'sharpe': 13.112103392543228, 'risk': 0.11686071462135897}",0.006988148199959225,0.0038416780646797805,0.00698851198430131,0.0035815610554171665,0.006990248955854421,0.003194231298924786,127,52.75590551181102,975.0870000000189,43.989993500303164,0.0765320266822173,0.006,0.006
