best_parameters,profit
"{'profit_threshold': 12.968822569928733, 'tp_multiplier': 0.5250107552226669, 'sl_multiplier': 2.7376319326610368, 'lower_rr_threshold': 1.304169585326176, 'upper_rr_threshold': 4.761414706570858, 'time_horizon': 17}",-3520.5154453927644
