open_dt,close_dt,volume,pnl,pnl_pips,direction,entry_price,exit_price,max_dd,duration_bars,balance,regime,wfo_fold,wfo_train_range
2009-04-02 11:00:00,2009-04-02 13:00:00,100000.0,772.166666666671,855.99999999999,buy,1.33609,1.34465,4.000000000004,2,10773.000000000005,6,2009,2006-2008
2009-07-20 15:00:00,2009-07-23 16:00:00,107730.00000000006,522.0416250000021,349.99999999998363,buy,1.42104,1.42454,550.000000000006,73,11327.809500000001,6,2009,2006-2008
2009-08-12 19:00:00,2009-08-13 10:00:00,113278.095,632.9413558124958,531.9999999999991,buy,1.4211,1.42642,307.0000000000128,15,11967.830736749993,6,2009,2006-2008
2009-08-27 19:00:00,2009-08-28 19:00:00,119678.30736749993,-910.7519190666596,-625.9999999999932,buy,1.4358,1.42954,768.9999999999974,24,11069.046648420088,6,2009,2006-2008
2009-09-14 15:00:00,2009-09-15 18:00:00,110690.46648420088,694.8594033545872,461.0000000000003,buy,1.46122,1.46583,506.99999999999073,27,11776.358729254149,6,2009,2006-2008
2009-10-08 15:00:00,2009-10-09 03:00:00,117763.5872925415,-790.193670732963,-536.0000000000031,buy,1.47763,1.47227,726.0000000000043,12,10992.053237885813,6,2009,2006-2008
2009-10-12 15:00:00,2009-10-13 12:00:00,109920.53237885814,659.797995604067,422.99999999999557,buy,1.4795,1.48373,327.0000000000106,21,11661.469280073055,6,2009,2006-2008
2009-10-13 15:00:00,2009-10-14 04:00:00,116614.69280073057,517.283341481923,442.00000000000904,buy,1.48375,1.48817,339.0000000000004,13,12185.06925074835,6,2009,2006-2008
2009-10-23 19:00:00,2009-10-25 21:00:00,121850.69250748352,-7.107957062921493,26.999999999999243,buy,1.49983,1.5001,543.0000000000045,50,12203.346854624486,6,2009,2006-2008
2010-02-23 11:00:00,2010-02-23 18:00:00,100000.0,-449.9166666666612,-385.99999999999744,buy,1.35614,1.35228,604.9999999999889,7,9553.000000000007,1,2010,2007-2009
2010-02-24 19:00:00,2010-02-25 03:00:00,95530.00000000007,-455.9965333333489,-496.0000000000075,buy,1.35261,1.34765,476.0000000000097,8,9100.187799999994,1,2010,2007-2009
2010-03-01 11:00:00,2010-03-01 16:00:00,91001.87799999994,-610.6984362783379,-270.999999999999,buy,1.35419,1.35148,814.0000000000035,5,8491.38523617999,1,2010,2007-2009
2010-03-02 03:00:00,2010-03-02 10:00:00,84913.85236179992,-376.9467429427565,26.999999999999243,buy,1.35251,1.35278,909.0000000000042,7,8116.9151472644535,1,2010,2007-2009
2010-03-04 19:00:00,2010-03-05 21:00:00,81169.15147264453,280.16885449974774,432.0000000000101,buy,1.35768,1.362,469.00000000000824,26,8405.87732650707,1,2010,2007-2009
2010-03-08 19:00:00,2010-03-09 08:00:00,84058.7732650707,-142.40957170657873,-363.00000000000216,buy,1.36324,1.35961,371.0000000000102,13,8268.020938352349,1,2010,2007-2009
2010-03-09 08:00:00,2010-03-09 12:00:00,82680.2093835235,-325.4844242731288,-307.99999999999716,buy,1.35961,1.35653,456.99999999999625,4,7943.914517568945,1,2010,2007-2009
2010-03-15 18:00:00,2010-03-16 20:00:00,79439.14517568945,792.140675976926,931.0000000000151,buy,1.36719,1.3765,151.99999999999656,26,8744.661100939904,1,2010,2007-2009
2010-03-18 02:00:00,2010-03-18 06:00:00,87446.61100939904,-486.786134619,-429.99999999999704,buy,1.3725,1.3682,587.0000000000041,4,8259.332409837729,1,2010,2007-2009
2010-03-31 02:00:00,2010-03-31 14:00:00,82593.3240983773,849.8853049723061,1244.0000000000005,buy,1.34059,1.35303,215.99999999999395,12,9113.347381014955,1,2010,2007-2009
2010-04-04 21:00:00,2010-04-05 07:00:00,91133.47381014956,-297.2470137441019,-102.00000000000207,buy,1.34931,1.34829,293.99999999999426,10,8819.897595346276,1,2010,2007-2009
2010-04-05 09:00:00,2010-04-06 01:00:00,88198.97595346277,-283.70670598363483,-377.9999999999894,buy,1.34717,1.34339,289.0000000000059,16,8542.070821092871,1,2010,2007-2009
2010-04-15 10:00:00,2010-04-16 14:00:00,85420.70821092871,-258.5400101850724,-286.9999999999928,buy,1.35365,1.35078,452.0000000000079,28,8293.496560199075,1,2010,2007-2009
2010-04-20 14:00:00,2010-04-21 00:00:00,82934.96560199076,-355.9292273751968,-470.99999999999915,buy,1.34608,1.34137,421.00000000000466,10,7941.02295639063,1,2010,2007-2009
2010-04-26 10:00:00,2010-04-27 16:00:00,79410.2295639063,-749.2355159354656,-731.0000000000149,buy,1.33187,1.32456,911.0000000000173,30,7201.713719150652,1,2010,2007-2009
2010-04-27 16:00:00,2010-04-27 20:00:00,72017.13719150652,-517.5631592829508,-716.9999999999898,buy,1.32456,1.31739,743.0000000000047,4,6685.35084548756,1,2010,2007-2009
2010-05-03 06:00:00,2010-05-03 15:00:00,66853.5084548756,-361.5103469697443,-429.0000000000127,buy,1.32244,1.31815,582.0000000000158,9,6326.347505084874,1,2010,2007-2009
2010-05-11 06:00:00,2010-05-11 22:00:00,63263.47505084874,-483.75470588881643,-744.9999999999956,buy,1.27054,1.26309,798.9999999999941,16,5846.810364199448,1,2010,2007-2009
2010-05-24 10:00:00,2010-05-25 01:00:00,58468.10364199448,-479.5846201234601,-669.0000000000084,buy,1.23811,1.23142,934.0000000000125,15,5370.880000553612,1,2010,2007-2009
2010-05-29 14:00:00,2010-05-30 21:00:00,53708.800005536126,-4.251946667109645,174.99999999999181,buy,1.22642,1.22817,9.999999999998899,31,5373.565440553884,1,2010,2007-2009
2010-05-30 22:00:00,2010-06-01 08:00:00,53735.654405538844,-433.73629047671767,-1354.999999999995,buy,1.22752,1.21397,1010.9999999999841,34,4947.441701117962,1,2010,2007-2009
2010-06-03 14:00:00,2010-06-04 12:00:00,49474.41701117962,-791.1783853704472,-1547.9999999999936,buy,1.22045,1.20497,1669.9999999999936,22,4160.798470640208,1,2010,2007-2009
2010-06-21 18:00:00,2010-06-22 10:00:00,41607.98470640208,-227.0409032145997,-626.0000000000153,buy,1.23215,1.22589,512.0000000000013,16,3936.531433072701,1,2010,2007-2009
2010-06-26 10:00:00,2010-06-27 21:00:00,39365.314330727015,302.88328934633927,890.000000000013,buy,1.22854,1.23744,314.9999999999986,35,4245.155497425606,1,2010,2007-2009
2010-06-28 18:00:00,2010-06-29 07:00:00,42451.55497425606,-228.99076279030353,-717.000000000012,buy,1.22873,1.22156,573.0000000000013,13,4018.4641938630757,1,2010,2007-2009
2010-06-30 14:00:00,2010-07-01 01:00:00,40184.64193863076,-147.31019990669435,-455.00000000000534,buy,1.22469,1.22014,463.9999999999977,11,3872.995790045235,1,2010,2007-2009
2010-07-12 02:00:00,2010-07-12 09:00:00,38729.957900452355,-141.7193709507383,-299.0000000000048,buy,1.25972,1.25673,365.9999999999996,7,3732.406042866593,1,2010,2007-2009
2010-07-20 10:00:00,2010-07-20 12:00:00,37324.060428665936,-146.248110112983,-295.99999999998516,buy,1.28991,1.28695,430.99999999998136,2,3586.468966590515,1,2010,2007-2009
2010-08-05 02:00:00,2010-08-05 07:00:00,35864.68966590515,-118.7420100355338,-62.00000000000649,buy,1.31535,1.31473,320.00000000000915,5,3468.474137589687,1,2010,2007-2009
2010-08-05 14:00:00,2010-08-06 14:00:00,34684.741375896876,543.1630499465459,1375.9999999999993,buy,1.31545,1.32921,205.00000000001071,24,4015.1056616738224,1,2010,2007-2009
2010-08-10 02:00:00,2010-08-10 13:00:00,40151.05661673823,-89.36956018609152,-512.0000000000013,buy,1.31508,1.30996,417.0000000000007,11,3927.5763582493314,1,2010,2007-2009
2010-08-16 18:00:00,2010-08-20 09:00:00,39275.76358249332,-231.03967927401462,-868.000000000002,buy,1.28068,1.272,524.0000000000133,87,3710.774143273969,1,2010,2007-2009
2010-08-30 14:00:00,2010-08-31 01:00:00,37107.74143273969,-158.66651774282008,-402.9999999999978,buy,1.26857,1.26454,533.0000000000057,11,3553.808397013482,1,2010,2007-2009
2010-08-31 18:00:00,2010-09-01 10:00:00,35538.08397013482,426.5754679215202,1349.0,buy,1.26638,1.27987,9.999999999998899,16,3982.753070533011,1,2010,2007-2009
2010-09-07 02:00:00,2010-09-07 09:00:00,39827.53070533011,-161.26830974766116,-473.9999999999966,buy,1.28036,1.27562,544.9999999999955,7,3822.6463970975888,1,2010,2007-2009
2010-10-05 02:00:00,2010-10-05 09:00:00,38226.46397097589,440.7829849719962,1188.0000000000111,buy,1.36567,1.37755,197.0000000000027,7,4264.544320602073,1,2010,2007-2009
2010-10-11 14:00:00,2010-10-12 02:00:00,42645.44320602073,-144.9945069004677,-164.99999999999292,buy,1.38943,1.38778,497.9999999999984,12,4121.682085861905,1,2010,2007-2009
2010-10-17 21:00:00,2010-10-18 01:00:00,41216.82085861905,-193.581668632647,-692.9999999999881,buy,1.39723,1.3903,540.000000000007,4,3928.7873642435684,1,2010,2007-2009
2010-10-18 22:00:00,2010-10-19 08:00:00,39287.87364243569,-81.78425696567079,-256.00000000001177,buy,1.39342,1.39086,487.9999999999995,10,3848.640102013,1,2010,2007-2009
2010-10-25 22:00:00,2010-10-26 13:00:00,38486.401020130004,-135.95321160361135,-768.9999999999974,buy,1.39377,1.38608,581.9999999999936,15,3715.092290473146,1,2010,2007-2009
2010-11-07 22:00:00,2010-11-08 02:00:00,37150.922904731466,-258.4465870072455,-1003.9999999999826,buy,1.40529,1.39525,812.999999999997,4,3457.2648855143125,1,2010,2007-2009
2010-11-22 15:00:00,2010-11-23 02:00:00,34572.648855143125,-94.93073164807689,-392.99999999999886,buy,1.36093,1.357,638.0000000000052,11,3363.918733605429,1,2010,2007-2009
2010-12-07 19:00:00,2010-12-08 03:00:00,33639.187336054296,-211.36622709487648,-587.0000000000041,buy,1.32851,1.32264,653.999999999999,8,3153.6738127550875,1,2010,2007-2009
2010-12-09 11:00:00,2010-12-09 17:00:00,31536.738127550878,-36.740299918593294,87.99999999999918,buy,1.32124,1.32212,482.0000000000046,6,3117.7219312896823,1,2010,2007-2009
