open_dt,close_dt,volume,pnl,pnl_pips,direction,entry_price,exit_price,max_dd,duration_bars,balance,regime
2019-07-31 14:00:00,2019-07-31 17:00:00,95079.21499471724,-85.80899153273502,9.000000000014552,buy,1.11333,1.11342,134.99999999999622,3,9423.300998126422,5
2019-08-13 02:00:00,2019-08-13 11:00:00,94233.00998126423,201.8942238848471,235.99999999999176,buy,1.11905,1.12141,94.00000000001629,9,9628.728959885566,5
2019-08-22 06:00:00,2019-08-22 08:00:00,96287.28959885566,190.80931222172896,170.00000000000347,buy,1.10812,1.10982,38.0000000000047,2,9820.340666187287,5
2019-08-29 10:00:00,2019-08-29 14:00:00,98203.40666187287,-148.9418334371766,-73.99999999999629,buy,1.1074,1.10666,190.00000000000125,4,9673.035556194473,5
2019-09-10 22:00:00,2019-09-11 08:00:00,96730.35556194473,-179.11237504887347,-232.99999999999432,buy,1.10483,1.1025,148.99999999999912,10,9497.953612627347,6
2019-09-12 14:00:00,2019-09-12 16:00:00,94979.53612627348,-450.0447020116681,-381.9999999999934,sell,1.1029,1.10672,499.00000000000495,2,9048.700406750066,2
2019-09-16 10:00:00,2019-09-16 14:00:00,90487.00406750066,-272.96912893694787,-412.99999999999665,buy,1.10381,1.09968,270.999999999999,4,8777.239394547576,1
2019-09-19 02:00:00,2019-09-19 08:00:00,87772.39394547576,-190.02723289195518,-262.999999999991,sell,1.10321,1.10584,201.0000000000067,6,8589.406471504257,2
2019-09-25 06:00:00,2019-09-25 11:00:00,85894.06471504258,-88.54246504376914,-215.99999999999395,buy,1.10008,1.09792,126.00000000000388,5,8502.65346614205,5
2019-10-08 18:00:00,2019-10-09 08:00:00,85026.5346614205,171.8953109071623,292.00000000000335,buy,1.09542,1.09834,59.00000000000904,14,8679.508658237795,5
2019-10-09 10:00:00,2019-10-09 21:00:00,86795.08658237796,-128.0950819478273,-87.99999999999918,buy,1.09809,1.09721,161.99999999999548,11,8555.391684424996,6
2019-10-24 10:00:00,2019-10-24 13:00:00,85553.91684424996,149.5054696853279,-120.99999999999332,buy,1.11279,1.11158,83.99999999999518,3,8705.966578070878,6
2019-10-27 22:00:00,2019-10-28 18:00:00,87059.66578070879,139.8758630210053,156.00000000000057,buy,1.10815,1.10971,59.999999999993385,20,8853.097413240277,5
2019-10-29 10:00:00,2019-10-29 12:00:00,88530.97413240277,-99.0071394047296,55.00000000000504,buy,1.10889,1.10944,116.99999999998933,2,8754.828031953319,5
2019-12-11 15:00:00,2019-12-11 20:00:00,87548.2803195332,449.9252039421416,545.0000000000176,buy,1.10838,1.11383,0.0,5,9206.577158402117,6
2019-12-24 07:00:00,2019-12-24 10:00:00,92065.77158402117,-128.201586930741,-130.9999999999922,buy,1.10848,1.10717,103.99999999999298,3,9079.526393616175,5
2019-12-26 13:00:00,2019-12-26 19:00:00,90795.26393616176,-122.11962999413383,-47.999999999981384,sell,1.10976,1.11024,107.99999999999697,6,8959.676645220445,2
2020-01-06 03:00:00,2020-01-06 10:00:00,89596.76645220445,-277.6753120297793,-304.9999999999997,sell,1.11653,1.11958,275.9999999999873,7,8684.614572212187,2
2020-01-21 03:00:00,2020-01-21 09:00:00,86846.14572212187,-90.75422227961666,-65.00000000000394,buy,1.10967,1.10902,107.99999999999697,6,8596.031503575623,5
2020-02-04 07:00:00,2020-02-05 03:00:00,85960.31503575623,102.00624050908976,160.00000000000458,sell,1.10497,1.10337,110.99999999999443,20,8705.201103671025,2
2020-02-18 11:00:00,2020-02-18 13:00:00,87052.01103671025,-115.63408799375986,-222.9999999999954,buy,1.0824,1.08017,121.99999999999987,2,8590.29244910257,5
2020-03-16 02:00:00,2020-03-16 09:00:00,85902.9244910257,1026.6115334381584,906.999999999991,buy,1.11017,1.11924,119.00000000000243,7,9619.409484505048,1
2020-03-17 14:00:00,2020-03-17 19:00:00,96194.09484505048,247.13866200606586,307.99999999999716,buy,1.09701,1.10009,131.99999999999878,5,9868.55219015372,1
2020-03-22 21:00:00,2020-03-23 14:00:00,98685.5219015372,942.3644962247614,1105.0000000000002,buy,1.06929,1.08034,582.0000000000158,17,10817.906910846506,1
2020-03-31 10:00:00,2020-03-31 15:00:00,108179.06910846508,197.87754724425116,652.9999999999924,buy,1.09483,1.10136,222.9999999999954,5,11018.038188697186,5
2020-04-01 10:00:00,2020-04-01 15:00:00,110180.38188697187,-282.1535946155492,-97.99999999999808,buy,1.09422,1.09324,242.9999999999932,5,10738.180018704283,5
2020-04-07 02:00:00,2020-04-07 07:00:00,107381.80018704284,511.04788405683854,699.0000000000051,buy,1.08072,1.08771,8.999999999992347,5,11251.465023598352,5
2020-04-15 18:00:00,2020-04-16 02:00:00,112514.65023598353,482.3128006782391,380.99999999998687,sell,1.09212,1.08831,19.999999999997797,8,11737.528312617791,2
2020-04-20 06:00:00,2020-04-20 09:00:00,117375.28312617792,-314.859196985963,-266.00000000001063,sell,1.08551,1.08817,239.0000000000114,3,11424.136306670904,2
2020-04-21 02:00:00,2020-04-21 14:00:00,114241.36306670905,403.2720116255021,283.99999999999534,buy,1.08303,1.08587,147.99999999999258,12,11833.12038644974,5
2020-04-22 18:00:00,2020-04-23 08:00:00,118331.20386449741,-332.3134641861304,-236.9999999999983,buy,1.08192,1.07955,357.0000000000073,14,11507.709575822373,5
