open_dt,close_dt,volume,pnl,pnl_pips,direction,entry_price,exit_price,max_dd,duration_bars,balance,regime,wfo_fold,wfo_train_range
2017-02-19 22:00:00,2017-02-20 02:00:00,100000.0,-148.666666666672,-100.99999999999552,buy,1.062,1.06099,178.99999999999582,4,9852.999999999995,6,2017,2014-2016
2017-02-21 10:00:00,2017-02-21 15:00:00,98529.99999999996,-4.023308333343384,-15.000000000009448,buy,1.0538,1.05365,129.00000000000134,5,9851.029399999983,5,2017,2014-2016
2017-03-13 21:00:00,2017-03-14 07:00:00,98510.29399999983,-119.36163956334164,-164.00000000000858,buy,1.06533,1.06369,138.0000000000159,10,9735.772356019974,6,2017,2014-2016
2017-03-23 13:00:00,2017-03-24 01:00:00,97357.72356019975,-219.05487801046627,-174.00000000000747,buy,1.07848,1.07674,228.00000000000597,12,9521.585364187518,6,2017,2014-2016
2017-03-29 13:00:00,2017-03-30 08:00:00,95215.85364187519,-210.34769000383656,-214.9999999999874,buy,1.07541,1.07326,197.0000000000027,19,9318.775595930334,5,2017,2014-2016
2017-04-04 22:00:00,2017-04-05 10:00:00,93187.75595930334,-131.39473590261758,-85.00000000000173,buy,1.06783,1.06698,168.00000000001256,12,9192.040247825684,6,2017,2014-2016
2017-04-05 18:00:00,2017-04-06 08:00:00,91920.40247825684,-227.80939747528538,-89.00000000000573,buy,1.06665,1.06576,383.0,14,8969.592873828298,6,2017,2014-2016
2017-04-09 21:00:00,2017-04-11 12:00:00,89695.928738283,259.89395351916323,289.0000000000059,buy,1.05827,1.06116,136.00000000000279,39,9244.06241576743,5,2017,2014-2016
2017-04-20 18:00:00,2017-04-21 10:00:00,92440.6241576743,-184.57311290148584,-201.99999999999105,buy,1.07206,1.07004,252.00000000000776,16,9065.652011143122,6,2017,2014-2016
2017-04-24 02:00:00,2017-04-25 15:00:00,90656.52011143122,772.0158158489485,1029.0000000000132,buy,1.08374,1.09403,61.99999999998428,37,9851.644040509245,6,2017,2014-2016
2017-04-30 21:00:00,2017-05-02 21:00:00,98516.44040509245,300.47514323553236,341.99999999999784,buy,1.08935,1.09277,100.99999999999552,48,10171.822471825799,6,2017,2014-2016
2017-05-04 10:00:00,2017-05-04 16:00:00,101718.22471825799,328.0412747163824,428.99999999999045,buy,1.09301,1.0973,120.99999999999332,6,10502.406702160139,6,2017,2014-2016
2017-05-24 22:00:00,2017-05-25 13:00:00,105024.0670216014,-193.50684348730957,-29.000000000012346,buy,1.12165,1.12136,236.00000000001396,15,10315.463862861681,6,2017,2014-2016
2017-05-25 22:00:00,2017-05-26 01:00:00,103154.63862861681,-93.09706136230669,-239.99999999999577,buy,1.1212,1.1188,160.00000000000458,3,10223.656234482232,6,2017,2014-2016
2017-05-30 14:00:00,2017-05-31 12:00:00,102236.56234482232,406.73112386182294,446.000000000013,buy,1.1177,1.12216,131.99999999999878,22,10639.759043225664,6,2017,2014-2016
2017-06-07 14:00:00,2017-06-07 16:00:00,106397.59043225665,-305.1837552231718,18.0000000000069,buy,1.12624,1.12642,329.0000000000015,2,10335.461934589426,6,2017,2014-2016
2017-06-08 02:00:00,2017-06-08 09:00:00,103354.61934589427,-153.9122539759263,-283.00000000001097,buy,1.12606,1.12323,180.00000000000236,7,10184.564190344423,6,2017,2014-2016
2017-06-12 10:00:00,2017-06-12 14:00:00,101845.64190344424,-116.78300271595411,-135.00000000001842,buy,1.12159,1.12024,131.99999999999878,4,10069.478614993526,6,2017,2014-2016
2017-06-13 10:00:00,2017-06-13 16:00:00,100694.78614993527,-171.68461038562705,-49.999999999994486,buy,1.12062,1.12012,143.99999999998857,6,9900.311374261644,6,2017,2014-2016
2017-06-15 14:00:00,2017-06-16 15:00:00,99003.11374261645,451.04168569241705,443.9999999999999,buy,1.11482,1.11926,102.99999999998643,25,10361.665884302252,5,2017,2014-2016
2017-06-18 21:00:00,2017-06-19 08:00:00,103616.65884302254,-66.91909216944221,-15.999999999993795,buy,1.11963,1.11947,144.9999999999951,11,10299.495888996453,6,2017,2014-2016
2017-06-21 18:00:00,2017-06-22 15:00:00,102994.95888996453,-100.67757231494326,-156.00000000000057,buy,1.11619,1.11463,117.00000000001153,21,10207.830375584383,6,2017,2014-2016
2017-08-08 02:00:00,2017-08-08 15:00:00,102078.30375584384,-804.8023598616961,-889.9999999999907,buy,1.18129,1.17239,819.9999999999984,13,9408.557257176131,6,2017,2014-2016
2017-08-10 18:00:00,2017-08-11 08:00:00,94085.57257176131,-190.8369030330557,-141.99999999999767,buy,1.17692,1.1755,201.0000000000067,14,9223.208679209765,6,2017,2014-2016
2017-08-16 18:00:00,2017-08-17 09:00:00,92232.08679209766,-363.62500217785214,-614.0000000000034,buy,1.17677,1.17063,386.0000000000196,15,8865.348182456422,6,2017,2014-2016
2017-08-17 14:00:00,2017-08-17 21:00:00,88653.48182456424,-221.5598266599048,-197.0000000000027,buy,1.17445,1.17248,272.00000000000557,7,8646.374082349734,6,2017,2014-2016
2017-08-22 22:00:00,2017-08-23 01:00:00,86463.74082349734,-163.63262950845598,-69.99999999999228,buy,1.17641,1.17571,156.9999999999849,3,8483.82224960157,6,2017,2014-2016
2017-08-23 10:00:00,2017-08-23 15:00:00,84838.2224960157,254.44396896930485,197.0000000000027,buy,1.17813,1.1801,2.9999999999974487,5,8740.033681539542,6,2017,2014-2016
2017-09-04 06:00:00,2017-09-05 08:00:00,87400.33681539542,-175.52900977091772,-103.00000000000863,buy,1.18944,1.18841,270.00000000001467,26,8573.97304159029,6,2017,2014-2016
2017-09-13 10:00:00,2017-09-13 13:00:00,85739.73041590292,-140.82750720811978,-487.0000000000152,buy,1.19859,1.19372,168.00000000001256,3,8434.217281012368,6,2017,2014-2016
2017-09-20 18:00:00,2017-09-22 02:00:00,84342.1728101237,500.71136591610514,659.9999999999939,buy,1.18895,1.19555,245.99999999999065,32,8946.174269969824,5,2017,2014-2016
2017-09-28 14:00:00,2017-09-29 13:00:00,89461.74269969824,370.74437203798414,113.99999999999187,buy,1.17833,1.17947,115.00000000002063,23,9325.49205901653,6,2017,2014-2016
2017-11-20 08:00:00,2017-11-20 12:00:00,93254.92059016529,-240.2868453873135,-153.00000000000313,buy,1.17977,1.17824,261.0000000000001,4,9086.759462305723,6,2017,2014-2016
