open_dt,close_dt,volume,pnl,pnl_pips,direction,entry_price,exit_price,max_dd,duration_bars,balance,year
2006-01-02 17:00:00,2006-01-03 02:00:00,10000.0,39.437499999999815,-419.9999999999981,buy,1.186,1.1818,495.00000000000097,9,10040.0,2006
2006-01-03 02:00:00,2006-01-03 15:00:00,10000.0,55.48750000000002,-583.0000000000001,buy,1.19308,1.18725,712.9999999999858,13,10096.300000000001,2006
2006-01-03 15:00:00,2006-01-04 03:00:00,10000.0,83.75000000000047,-865.0000000000045,buy,1.2066000000000001,1.19795,1045.000000000007,12,10180.800000000003,2006
2006-01-04 05:00:00,2006-01-06 06:00:00,10000.0,13.737500000001038,-188.00000000001037,buy,1.20845,1.20657,514.9999999999987,49,10197.600000000006,2006
2006-01-08 22:00:00,2006-01-09 17:00:00,10000.0,68.71250000000029,-719.000000000003,sell,1.20651,1.2137,889.0000000000064,19,10267.500000000007,2006
2006-01-16 13:00:00,2006-01-17 12:00:00,10000.0,-49.437499999999375,459.9999999999937,buy,1.2071,1.2117,129.00000000000134,23,10219.50000000001,2006
2006-01-17 12:00:00,2006-01-20 06:00:00,10000.0,-16.824999999999044,106.99999999999042,buy,1.20753,1.2086,242.9999999999932,66,10206.80000000001,2006
2006-01-22 22:00:00,2006-01-23 01:00:00,10000.0,-86.18749999999963,839.9999999999962,sell,1.222,1.2136,190.00000000000125,3,10120.80000000001,2006
2006-01-23 01:00:00,2006-01-23 14:00:00,10000.0,-46.812499999999595,439.9999999999959,sell,1.2277,1.2233,164.99999999999292,13,10074.80000000001,2006
2006-01-29 22:00:00,2006-01-31 18:00:00,10000.0,-81.7500000000004,770.000000000004,sell,1.2174,1.2097,133.00000000000531,44,9995.800000000008,2006
2006-02-01 17:00:00,2006-02-03 02:00:00,10000.0,6.937500000001009,-110.00000000001008,buy,1.20933,1.20823,609.9999999999994,33,10004.800000000007,2006
2006-02-12 22:00:00,2006-02-17 21:00:00,10000.0,-48.43750000000014,390.0000000000014,sell,1.193,1.1891,232.99999999999432,119,9963.799999999992,2006
2006-02-19 22:00:00,2006-02-24 21:00:00,10000.0,43.562500000000824,-530.0000000000082,sell,1.1865999999999999,1.1919,1070.0000000000152,119,10014.799999999987,2006
2006-02-27 13:00:00,2006-02-28 16:00:00,10000.0,64.61250000000113,-683.0000000000114,buy,1.19185,1.18502,836.9999999999987,27,10081.099999999988,2006
2006-02-28 16:00:00,2006-03-02 17:00:00,10000.0,70.3374999999988,-753.999999999988,buy,1.2001,1.19256,1102.000000000003,49,10154.499999999985,2006
2006-03-05 22:00:00,2006-03-06 22:00:00,10000.0,21.499999999999467,-249.99999999999466,sell,1.2019,1.2044,700.0000000000117,24,10177.499999999984,2006
2006-03-13 17:00:00,2006-03-14 16:00:00,10000.0,77.26250000000022,-807.000000000002,buy,1.20148,1.19341,862.0000000000072,23,10256.199999999984,2006
2006-03-19 22:00:00,2006-03-20 14:00:00,10000.0,-11.599999999998609,85.99999999998609,sell,1.2181,1.21724,144.9999999999951,16,10245.599999999982,2006
2006-03-27 13:00:00,2006-03-28 04:00:00,10000.0,-36.137499999999896,331.9999999999989,buy,1.19998,1.2033,70.0000000000145,15,10210.399999999981,2006
2006-03-28 04:00:00,2006-03-28 09:00:00,10000.0,55.88749999999936,-581.9999999999936,buy,1.2062,1.20038,631.9999999999881,5,10266.59999999998,2006
2006-04-02 21:00:00,2006-04-04 09:00:00,10000.0,-48.74999999999843,444.99999999998425,sell,1.21555,1.2111,155.00000000001623,36,10220.099999999982,2006
2006-04-23 21:00:00,2006-04-25 13:00:00,10000.0,-62.000000000001435,575.0000000000143,sell,1.24235,1.2366,99.99999999998897,40,10160.599999999984,2006
