open_dt,close_dt,volume,pnl,pnl_pips,direction,entry_price,exit_price,max_dd,duration_bars,balance,year
2006-01-02 22:00:00,2006-01-03 02:00:00,10000.0,36.75000000000014,-390.0000000000014,buy,1.186,1.1821,495.00000000000097,4,10037.0,2006
2006-01-03 02:00:00,2006-01-03 15:00:00,10000.0,55.48750000000002,-583.0000000000001,buy,1.19308,1.18725,712.9999999999858,13,10093.300000000001,2006
2006-01-03 15:00:00,2006-01-04 00:00:00,10000.0,47.23749999999984,-497.9999999999984,buy,1.20293,1.19795,678.0000000000008,9,10141.100000000002,2006
2006-01-04 00:00:00,2006-01-04 13:00:00,10000.0,47.88749999999908,-506.99999999999073,buy,1.2084,1.20333,573.0000000000013,13,10189.8,2006
2006-01-04 13:00:00,2006-01-06 14:00:00,10000.0,58.03750000000038,-631.0000000000038,buy,1.21576,1.20945,916.0000000000056,49,10250.9,2006
2006-01-09 05:00:00,2006-01-09 08:00:00,102508.99999999999,349.683826250025,-363.0000000000244,sell,1.2106999999999999,1.2143300000000001,403.00000000001995,3,10602.505870000026,2006
2006-01-10 02:00:00,2006-01-10 11:00:00,10000.0,39.137500000000074,-417.0000000000007,buy,1.2104,1.20623,685.0000000000023,9,10642.205870000025,2006
2006-01-10 13:00:00,2006-01-11 15:00:00,10000.0,49.17500000000173,-528.0000000000173,buy,1.21083,1.20555,678.0000000000008,26,10693.005870000026,2006
2006-01-11 15:00:00,2006-01-11 23:00:00,10000.0,35.30000000000116,-378.00000000001165,buy,1.21363,1.2098499999999999,448.0000000000039,8,10728.805870000027,2006
2006-01-11 23:00:00,2006-01-12 14:00:00,92500.0,493.60312500000225,-563.0000000000024,sell,1.2079,1.21353,835.0000000000078,15,11231.080870000029,2006
2006-01-17 00:00:00,2006-01-17 07:00:00,10000.0,29.562500000000917,-320.00000000000915,buy,1.21183,1.2086299999999999,400.00000000000034,7,11261.080870000033,2006
2006-01-17 07:00:00,2006-01-17 12:00:00,10000.0,54.18749999999933,-564.9999999999933,sell,1.2075,1.21315,645.0000000000066,5,11315.58087000003,2006
2006-01-17 13:00:00,2006-01-17 23:00:00,10000.0,38.67499999999967,-412.99999999999665,buy,1.21123,1.2071,612.9999999999968,10,11354.880870000032,2006
2006-01-18 00:00:00,2006-01-18 09:00:00,10000.0,34.637499999999456,-371.99999999999454,buy,1.2135,1.20978,587.0000000000041,9,11390.080870000033,2006
2006-01-18 13:00:00,2006-01-18 17:00:00,10000.0,48.249999999999986,-504.99999999999983,sell,1.20845,1.2135,750.0000000000061,4,11438.580870000033,2006
2006-01-22 22:00:00,2006-01-23 01:00:00,114385.80870000033,844.3102504668833,-760.000000000005,buy,1.2216,1.214,800.0000000000007,3,12285.035854380038,2006
2006-01-23 08:00:00,2006-01-23 11:00:00,122850.35854380036,661.0884919138317,-560.0000000000049,buy,1.22835,1.22275,590.0000000000016,3,12948.427790516565,2006
2006-01-23 22:00:00,2006-01-25 17:00:00,10000.0,37.512500000001125,-422.0000000000112,sell,1.22531,1.22953,694.0000000000168,43,12988.62779051656,2006
2006-01-25 17:00:00,2006-01-26 19:00:00,10000.0,50.574999999999804,-541.999999999998,sell,1.22133,1.22675,601.9999999999914,26,13040.827790516556,2006
2006-01-26 19:00:00,2006-01-27 12:00:00,130408.27790516557,400.84244421102363,-338.00000000001603,sell,1.21755,1.22093,468.0000000000017,17,13455.526114255006,2006
2006-01-30 22:00:00,2006-01-31 16:00:00,10000.0,43.87499999999926,-469.9999999999926,buy,1.21393,1.20923,600.0000000000005,18,13500.526114255006,2006
2006-01-31 17:00:00,2006-02-01 10:00:00,10000.0,39.937500000001926,-430.0000000000192,sell,1.2127,1.217,537.0000000000097,17,13541.526114255006,2006
2006-02-01 10:00:00,2006-02-01 20:00:00,10000.0,47.07500000000141,-497.00000000001404,sell,1.20593,1.2109,547.0000000000085,10,13589.226114255009,2006
2006-02-02 05:00:00,2006-02-02 16:00:00,135892.2611425501,527.4318385595359,-415.0000000000098,buy,1.20863,1.20448,460.0000000000159,11,14126.000545768098,2006
2006-02-02 16:00:00,2006-02-03 14:00:00,141260.005457681,1213.7765968951387,-893.0000000000103,sell,1.2006999999999999,1.20963,1058.0000000000032,22,15359.200393413674,2006
2006-02-07 01:00:00,2006-02-07 10:00:00,10000.0,33.63749999999956,-361.9999999999956,buy,1.1996,1.19598,381.9999999999934,9,15393.400393413673,2006
2006-02-07 10:00:00,2006-02-07 16:00:00,10000.0,33.82499999999956,-361.9999999999956,sell,1.19553,1.19915,391.9999999999923,6,15427.600393413672,2006
2006-02-07 21:00:00,2006-02-08 17:00:00,10000.0,37.95000000000124,-412.00000000001234,sell,1.19373,1.19785,557.0000000000074,20,15466.80039341367,2006
2006-02-08 17:00:00,2006-02-09 01:00:00,10000.0,35.80000000000222,-383.00000000002217,buy,1.1983300000000001,1.1945,473.0000000000123,8,15503.100393413672,2006
2006-02-09 02:00:00,2006-02-10 14:00:00,155031.0039341367,681.3612622905381,-482.0000000000046,buy,1.2015500000000001,1.19673,695.0000000000011,36,16219.343631589385,2006
2006-02-13 23:00:00,2006-02-14 14:00:00,10000.0,28.56249999999986,-314.9999999999986,sell,1.18775,1.1909,461.9999999999846,15,16248.843631589385,2006
2006-02-14 14:00:00,2006-02-14 21:00:00,10000.0,29.862500000000665,-323.0000000000066,buy,1.19158,1.18835,455.00000000000534,7,16279.143631589386,2006
2006-02-16 11:00:00,2006-02-16 21:00:00,162791.43631589386,339.8271233094405,-235.00000000000742,buy,1.1889,1.18655,360.0000000000047,10,16629.14521966857,2006
2006-02-16 21:00:00,2006-02-17 09:00:00,166291.4521966857,403.25677157698726,-270.00000000001467,sell,1.1875499999999999,1.19025,388.0000000000105,12,17044.87385016031,2006
2006-02-20 22:00:00,2006-02-21 08:00:00,10000.0,16.175000000001038,-188.00000000001037,sell,1.1915499999999999,1.19343,228.00000000000597,10,17061.67385016031,2006
2006-02-21 08:00:00,2006-02-22 11:00:00,10000.0,30.7125000000011,-344.0000000000109,sell,1.18801,1.1914500000000001,499.00000000000495,27,17094.07385016032,2006
2006-02-22 11:00:00,2006-02-22 17:00:00,10000.0,20.425000000000598,-228.00000000000597,buy,1.19008,1.1878,395.9999999999963,6,17114.873850160322,2006
2006-02-22 17:00:00,2006-02-23 11:00:00,10000.0,45.37500000000021,-485.00000000000205,buy,1.19605,1.1912,682.0000000000048,18,17161.373850160322,2006
2006-02-23 11:00:00,2006-02-23 15:00:00,171613.73850160322,462.4990252618265,-292.00000000000335,sell,1.19233,1.19525,427.00000000002177,4,17628.16321888469,2006
2006-02-27 22:00:00,2006-02-28 10:00:00,10000.0,20.450000000000998,-232.00000000000995,buy,1.1872,1.18488,371.99999999999454,12,17649.36321888469,2006
2006-02-28 10:00:00,2006-02-28 16:00:00,10000.0,26.125000000000192,-285.0000000000019,buy,1.19185,1.189,470.00000000001484,6,17675.863218884686,2006
2006-02-28 19:00:00,2006-03-01 14:00:00,10000.0,33.312500000001535,-365.0000000000153,buy,1.19585,1.1922,429.0000000000127,19,17710.36321888468,2006
2006-03-01 14:00:00,2006-03-01 17:00:00,10000.0,49.712500000000276,-519.0000000000027,sell,1.19008,1.19527,561.9999999999958,3,17760.26321888468,2006
2006-03-01 17:00:00,2006-03-02 15:00:00,10000.0,37.12499999999887,-404.9999999999887,buy,1.19545,1.1914,579.9999999999804,22,17798.76321888468,2006
2006-03-06 22:00:00,2006-03-07 05:00:00,10000.0,45.56250000000138,-480.0000000000137,sell,1.19583,1.20063,629.9999999999972,7,17844.76321888468,2006
2006-03-07 05:00:00,2006-03-07 10:00:00,10000.0,34.487500000001276,-368.00000000001273,sell,1.19275,1.19643,473.0000000000123,5,17879.56321888468,2006
2006-03-07 14:00:00,2006-03-09 05:00:00,10000.0,41.26250000000185,-457.0000000000185,buy,1.19463,1.19006,777.0000000000055,39,17923.26321888468,2006
2006-03-09 06:00:00,2006-03-10 15:00:00,179232.63218884682,769.5801144608877,-470.00000000001484,sell,1.18776,1.19246,684.0000000000178,33,18729.810063734516,2006
