profit,num_trades,win_pct,max_dd,sharpe,risk,early_close_pct,tp_close_pct,sl_close_pct,gaussian_noise_mean,gaussian_noise_stddev
-208.79669831715182,33,33.33333333333333,4363.790000000023,-10.975679737967374,0.0825992984935744,0.0,33.33333333333333,66.66666666666666,0,0
