profit,num_trades,win_pct,max_dd,sharpe,risk,early_close_pct,tp_close_pct,sl_close_pct,gaussian_noise_mean,gaussian_noise_stddev
-103.24628527196728,1,0.0,8739.625500000002,0,0.014910493420314102,0.0,0.0,100.0,0,0
