profit,num_trades,win_pct,max_dd,sharpe,risk,early_close_pct,tp_close_pct,sl_close_pct,gaussian_noise_mean,gaussian_noise_stddev
1141.8716545434145,54,31.48148148148148,1464.6495999999897,0.7021010274309833,0.10362515850660323,5.555555555555555,27.77777777777778,66.66666666666666,0,0
