profit,num_trades,win_pct,max_dd,sharpe,risk,early_close_pct,tp_close_pct,sl_close_pct,gaussian_noise_mean,gaussian_noise_stddev
1225.6240290675996,43,25.581395348837212,976.6900999999883,0.9691975045245047,0.08195265848280942,2.3255813953488373,23.25581395348837,74.4186046511628,0,0
