open_dt,close_dt,volume,pnl,pips,duration,max_dd
2018-12-02 23:00:00,2018-12-04 10:00:00,50000.0,-342.50000000000114,-685.0000000000023,35,682.0000000000048
2018-12-04 10:00:00,2018-12-04 12:00:00,48287.5,54.08200000000048,112.00000000000098,2,-112.00000000000098
2018-12-04 12:00:00,2018-12-07 18:00:00,48557.91000000001,61.66854570000508,127.00000000001043,78,-127.00000000001043
2018-12-07 18:00:00,2018-12-09 23:00:00,48866.25272850005,62.54880349247751,127.99999999999477,5,-127.00000000001043
2018-12-09 23:00:00,2018-12-10 01:00:00,49178.99674596243,-44.75288703882416,-90.99999999999663,2,90.99999999999663
2018-12-10 01:00:00,2018-12-10 06:00:00,48955.23231076834,6.3641802003980965,12.999999999996346,5,-14.000000000002897
2018-12-10 06:00:00,2018-12-20 09:00:00,48987.05321177029,-4.4088347890664545,-9.000000000014552,195,5.999999999994897
2018-12-20 09:00:00,2018-12-21 07:00:00,48965.009037825,110.66092042548101,225.99999999999287,22,-224.9999999999863
2018-12-21 07:00:00,2018-12-21 09:00:00,49518.31363995243,123.79578409987843,249.99999999999466,2,-249.00000000001032
2018-12-21 09:00:00,2018-12-27 12:00:00,50137.29256045179,197.03955976257498,392.99999999999886,49,-392.99999999999886
2018-12-27 14:00:00,2018-12-27 18:00:00,51122.49035926463,-11.758172782628435,-22.999999999995243,4,24.99999999998614
2018-12-27 18:00:00,2018-12-27 20:00:00,51063.6994953515,-5.106369949534588,-9.999999999998899,2,8.999999999992347
2018-12-27 20:00:00,2018-12-28 12:00:00,51038.167645603826,-134.74076258439285,-263.99999999999756,16,263.0000000000132
2018-12-28 12:00:00,2018-12-28 20:00:00,50364.46383268184,52.8826870243157,104.99999999999953,8,-106.00000000000608
2018-12-28 20:00:00,2018-12-31 05:00:00,50628.8772678034,99.23259944489273,195.99999999999616,9,-195.99999999999616
2018-12-31 05:00:00,2018-12-31 07:00:00,51125.04026502782,10.736258455658065,21.00000000000435,2,-19.999999999997797
2018-12-31 07:00:00,2018-12-31 09:00:00,51178.721557306126,53.225870419594784,103.99999999999298,2,-103.99999999999298
2018-12-31 09:00:00,2018-12-31 11:00:00,51444.85090940412,-66.363857673132,-129.00000000000134,2,127.99999999999477
2018-12-31 11:00:00,2019-01-02 06:00:00,51113.03162103843,-132.89388221469665,-259.9999999999936,17,258.999999999987
2019-01-02 06:00:00,2019-01-02 18:00:00,50448.56220996495,756.7284331494693,1499.99999999999,12,-1501.999999999981
2019-01-06 22:00:00,2019-01-07 05:00:00,54232.204375712245,-89.48313721992137,-164.99999999999292,7,165.99999999999946
2019-01-07 05:00:00,2019-01-09 14:00:00,53784.78868961265,-209.76067588949013,-390.0000000000014,57,390.0000000000014
2019-01-09 14:00:00,2019-01-09 16:00:00,52735.9853101652,72.77565972802464,137.99999999999366,2,-139.00000000000023
2019-01-09 16:00:00,2019-01-09 18:00:00,53099.86360880528,-44.07288679531414,-83.00000000001084,2,83.00000000001084
2019-01-09 18:00:00,2019-01-09 22:00:00,52879.49917482867,-26.439749587411423,-49.999999999994486,4,49.999999999994486
2019-01-09 22:00:00,2019-01-10 00:00:00,52747.3004268916,-31.648380256131475,-59.999999999993385,2,59.999999999993385
2019-01-10 00:00:00,2019-01-10 02:00:00,52589.05852561096,7.362468193587059,14.000000000002897,2,-15.000000000009448
2019-01-10 02:00:00,2019-01-10 04:00:00,52625.87086657884,-77.36003017387523,-147.0000000000082,2,146.00000000000168
2019-01-10 04:00:00,2019-01-24 18:00:00,52239.07071570942,1356.1262757798156,2595.999999999998,254,-2597.0000000000045
2019-01-29 18:00:00,2019-01-29 21:00:00,59019.70209460855,-59.01970209461515,-100.00000000001118,3,99.00000000000463
2019-01-29 21:00:00,2019-01-30 19:00:00,58724.60358413548,86.325167268684,147.0000000000082,22,-161.99999999999548
2019-01-30 19:00:00,2019-01-30 23:00:00,59156.22942047892,66.84653924515878,113.00000000002973,4,-112.00000000000098
2019-01-30 23:00:00,2019-01-31 01:00:00,59490.46211670466,-15.467520150338865,-25.999999999992692,2,24.99999999998614
2019-01-31 01:00:00,2019-01-31 03:00:00,59413.12451595295,-60.60138700627325,-102.00000000000207,2,100.99999999999552
2019-01-31 03:00:00,2019-01-31 05:00:00,59110.11758092158,-6.502112933904595,-11.000000000005448,2,9.999999999998899
2019-01-31 05:00:00,2019-02-15 14:00:00,59077.607016252085,1489.3464728797123,2520.999999999973,273,-2518.9999999999823
2019-02-15 18:00:00,2019-02-18 03:00:00,66524.33938065064,-118.413324097551,-177.99999999998926,9,177.99999999998926
2019-02-18 03:00:00,2019-02-18 13:00:00,65932.27276016289,-87.68992277102016,-133.00000000000531,10,134.00000000001188
2019-02-18 13:00:00,2019-02-18 18:00:00,65493.823146307775,72.69814369241253,111.00000000001663,5,-112.00000000000098
2019-02-18 18:00:00,2019-02-19 04:00:00,65857.31386476982,101.4202633517519,154.00000000000966,10,-153.00000000000313
2019-02-19 07:00:00,2019-02-19 15:00:00,66364.4151815286,-134.05611866668184,-201.99999999999105,8,202.9999999999976
2019-02-19 15:00:00,2019-02-19 17:00:00,65694.13458819523,39.4164807529128,59.999999999993385,2,-58.00000000000249
2019-02-19 17:00:00,2019-02-20 16:00:00,65891.21699195981,-5.93020952927134,-8.999999999992347,23,9.999999999998899
2019-02-20 16:00:00,2019-02-20 18:00:00,65861.56594431348,15.14816016718897,22.999999999995243,2,-21.99999999998869
2019-02-20 18:00:00,2019-02-21 03:00:00,65937.3067451494,161.54640152562018,245.0000000000063,9,-241.99999999998664
2019-02-21 03:00:00,2019-02-21 10:00:00,66745.03875277747,136.15987905566882,204.00000000000415,7,-205.00000000001071
2019-02-21 10:00:00,2019-02-21 13:00:00,67425.83814805585,-50.56937861102883,-74.99999999998063,3,72.99999999998974
2019-02-21 13:00:00,2019-02-21 16:00:00,67172.99125500067,100.08775696995042,148.99999999999912,3,-147.99999999999258
2019-02-21 16:00:00,2019-02-26 16:00:00,67673.43003985043,-140.08400018249148,-207.00000000000162,72,204.99999999998852
2019-02-26 16:00:00,2019-02-28 11:00:00,66973.01003893794,-190.8730786109744,-285.0000000000019,43,283.99999999999534
2019-02-28 11:00:00,2019-03-06 11:00:00,66018.64464588303,751.2921760701453,1137.9999999999945,96,-1139.0000000000011
2019-03-11 17:00:00,2019-03-11 19:00:00,69775.10552623375,15.35052321577903,22.000000000010896,2,-21.00000000000435
2019-03-11 19:00:00,2019-03-11 21:00:00,69851.85814231263,25.146668931242186,36.0000000000138,2,-35.00000000000725
2019-03-11 21:00:00,2019-03-11 23:00:00,69977.59148696881,-100.06795582635283,-142.999999999982,2,141.99999999999767
2019-03-11 23:00:00,2019-03-12 01:00:00,69477.25170783706,-1.3895450341658444,-2.0000000000131024,2,1.0000000000065512
2019-03-12 01:00:00,2019-03-12 03:00:00,69470.30398266623,-18.756982075319357,-26.999999999999243,2,25.999999999992692
2019-03-12 03:00:00,2019-03-12 05:00:00,69376.51907228967,67.2952235001305,97.00000000001373,2,-99.00000000000463
2019-03-12 05:00:00,2019-03-12 07:00:00,69712.99518979031,-18.822508701242857,-26.999999999999243,2,26.999999999999243
2019-03-12 07:00:00,2019-03-12 09:00:00,69618.88264628411,-112.7825898869771,-161.99999999999548,2,160.99999999998892
2019-03-12 09:00:00,2019-03-12 11:00:00,69054.96969684922,25.55033878783293,36.999999999998145,2,-38.0000000000047
2019-03-12 12:00:00,2019-03-13 18:00:00,69182.72139078836,-147.35919656237678,-212.9999999999965,30,211.99999999998997
2019-03-13 18:00:00,2019-03-13 21:00:00,68445.92540797647,15.058103589747084,21.99999999998869,3,-21.00000000000435
2019-03-13 21:00:00,2019-03-15 09:00:00,68521.21592592521,42.48315387407808,62.00000000000649,36,-59.999999999993385
2019-03-15 09:00:00,2019-03-18 09:00:00,68733.63169529563,-152.5886623635639,-222.00000000001106,24,224.00000000000196
2019-03-18 09:00:00,2019-03-19 08:00:00,67970.68838347784,23.78974093422217,35.00000000000725,23,-38.0000000000047
2019-03-19 08:00:00,2019-03-20 13:00:00,68089.63708814896,-0.6808963708708313,-0.9999999999843466,29,-1.0000000000065512
2019-03-20 13:00:00,2019-03-20 17:00:00,68086.2326062946,66.72450795416741,97.99999999999808,4,-96.00000000000718
2019-03-20 18:00:00,2019-03-26 18:00:00,68419.85514606538,1111.138447572104,1624.0000000000032,96,-1624.9999999999875
2019-04-07 22:00:00,2019-04-08 02:00:00,63141.319558429015,-12.628263911684412,-19.999999999997797,4,17.999999999984695
2019-04-08 02:00:00,2019-04-08 04:00:00,73912.40606436746,-28.825838365095212,-38.99999999998904,2,37.99999999998249
2019-04-08 04:00:00,2019-04-08 08:00:00,73768.27687254197,12.540607068332392,17.000000000000348,4,-18.0000000000069
2019-04-08 08:00:00,2019-04-08 10:00:00,73830.97990788368,-41.34534874840703,-55.999999999989384,2,58.00000000000249
2019-04-08 10:00:00,2019-04-08 12:00:00,73624.25316414163,-27.977216202377278,-38.0000000000047,2,39.00000000001125
2019-04-08 12:00:00,2019-04-09 07:00:00,73484.36708312976,-6.613593037476055,-8.999999999992347,19,8.000000000008
2019-04-09 07:00:00,2019-04-12 04:00:00,73451.2991179424,-184.36276078602,-250.999999999979,69,247.99999999998155
2019-04-12 04:00:00,2019-04-12 06:00:00,72529.48531401227,36.99003751014702,51.00000000000104,2,-53.00000000001414
2019-04-12 06:00:00,2019-04-12 08:00:00,72714.43550156298,-31.267207265683172,-43.00000000001525,2,43.99999999999959
2019-04-12 08:00:00,2019-04-12 12:00:00,72558.09946523457,-10.883714919792043,-15.000000000009448,4,14.000000000002897
2019-04-12 12:00:00,2019-04-12 14:00:00,72503.68089063559,46.40235577000489,63.999999999997385,2,-62.999999999990834
2019-04-12 14:00:00,2019-04-15 01:00:00,72735.6926694856,72.73569266949373,100.00000000001118,11,-97.99999999999808
2019-04-15 01:00:00,2019-04-15 08:00:00,73099.37113283304,-57.017509483609984,-78.00000000000028,7,77.00000000001594
2019-04-15 08:00:00,2019-04-15 10:00:00,72814.28358541496,27.669427762461105,38.0000000000047,2,-39.00000000001125
2019-04-15 10:00:00,2019-04-15 12:00:00,72952.63072422727,9.483841994146882,12.999999999996346,2,-14.999999999987244
2019-04-15 12:00:00,2019-04-23 15:00:00,73000.04993419803,778.9105327978899,1066.9999999999957,147,-1065.999999999989
