open_dt,close_dt,volume,pnl,pips,duration,max_dd,direction
2017-05-23 02:00:00,2017-08-27 23:00:00,1000.0,-72.35546219895913,-7235.546219895905,1653,7005.625500000012,short
2017-08-27 23:00:00,2017-09-26 15:00:00,1000.0,17.297462668399774,1729.746266839971,520,1286.9750499999943,short
2017-09-26 15:00:00,2017-09-27 07:00:00,25349.48765562252,-43.03190710394496,-169.754543715217,16,115.88470000001293,long
2017-09-27 07:00:00,2017-09-27 09:00:00,25267.494815716014,-67.67915579091769,-267.8506764699939,2,214.00000000000307,long
2017-09-27 09:00:00,2017-09-27 12:00:00,25113.804362358085,-23.53885499417899,-93.72875034998617,3,38.87375000000137,long
2017-10-01 21:00:00,2017-10-02 01:00:00,24934.196534824292,-52.591950889141565,-210.92298208080783,4,158.9019999999941,long
2017-10-02 07:00:00,2017-10-02 10:00:00,24931.909685202165,-40.808986342943896,-163.68175104999327,3,111.87080000001347,long
2017-10-02 10:00:00,2017-10-02 12:00:00,24821.089704418122,-30.953636501504555,-124.70700065998484,2,74.87234999998815,long
2017-10-10 13:00:00,2017-10-26 15:00:00,1000.0,9.071953572982178,907.1953572982183,290,749.9012999999887,short
2017-10-26 15:00:00,2017-10-26 17:00:00,24862.574270232362,-57.295802833387505,-230.45000171999507,2,176.84929999999264,long
2017-10-26 17:00:00,2017-10-26 19:00:00,24791.72502444442,-26.106368339702094,-105.30275047000436,2,52.83145000001265,long
2017-10-26 19:00:00,2017-10-27 00:00:00,24758.750793127878,-39.644484924767504,-160.1231227537081,5,103.82335000003184,long
2017-10-31 15:00:00,2017-10-31 21:00:00,24654.728761013655,-21.506628153845476,-87.23125029002075,6,50.82385000001465,long
2017-10-31 21:00:00,2017-11-01 01:00:00,24604.19438963397,-30.294203469458658,-123.1261751135415,4,69.82275000000371,long
2017-11-01 01:00:00,2017-11-01 03:00:00,24545.544012732647,-24.833033802529442,-101.17125043000995,2,53.81820000001091,long
2017-11-13 13:00:00,2017-11-24 16:00:00,1000.0,-27.261069426693492,-2726.1069426693484,219,2647.8346000000206,short
2017-11-24 16:00:00,2017-12-05 17:00:00,1000.0,10.760315214828568,1076.0315214828563,169,232.96770000000853,short
2017-12-07 14:00:00,2017-12-07 16:00:00,24107.90484914612,-30.849258718226217,-127.9632506900219,2,73.8980500000208,long
2017-12-07 16:00:00,2017-12-07 20:00:00,24044.123900565017,-52.90135938164864,-220.01782889000674,4,172.89445000001623,long
2017-12-07 20:00:00,2017-12-07 22:00:00,23938.94558976172,-20.076336931336314,-83.86475024999562,2,45.887099999997176,long
2017-12-15 11:00:00,2018-01-02 10:00:00,1000.0,-28.11579070024264,-2811.5790700242724,235,2723.8991499999975,short
